Module type,Event type,Event ID,Message,Description,Solution,alert,syslog,mail,SNMP Trap
rc,Error,301,An attempt to reset system by keepalive driver due to failure of resource(%1) deactivation failed.,An attempt was made to cause a system reset by the keepalive driver due to a deactivation failure in resource %1. but failed.,Check whether the established environment supports the use of the keepalive driver.,1,1,,
rc,Error,302,An attempt to panic system by keepalive driver due to failure of resource(%1) deactivation failed.,An attempt was made to cause a system panic by the keepalive driver due to a deactivation failure in resource %1. but failed.,Check whether the established environment supports the use of the keepalive driver.,1,1,,
rc,Error,303,An attempt to reset system by BMC due to failure of resource(%1) deactivation failed.,An attempt was made to cause a system reset by BMC due to a deactivation failure in resource %1. but failed.,Check whether the ipmitool command can be used.,1,1,,
rc,Error,304,An attempt to power down system by BMC due to failure of resource(%1) deactivation failed.,An attempt was made to cause  system power down by BMC due to an deactivation failure in resource %1. but failed.,Check whether the ipmitool command can be used.,1,1,,
rc,Error,305,An attempt to power cycle system by BMC due to failure of resource(%1) deactivation failed.,An attempt was made to cause system power cycle by BMC due to a deactivation failure in resource %1. but failed.,Check whether the ipmitool command can be used.,1,1,,
rc,Error,306,An attempt to send NMI by BMC due to failure of resource(%1) deactivation failed.,An attempt was made to perform NMI transmission by BMC due to a deactivation failure in resource %1. but failed.,Check whether the ipmitoo command can be used.,1,1,,
rc,Error,307,An attempt to IO Fencing by ACPI driver due to failure of resource(%1) deactivation failed.,An attempt was made to perform I/O fencing by the ACPI driver due to an activation error in resource %1. but failed.,Confirm whether the ACPI driver for EXPRESSCLUSTER linkage is available.,1,1,,
rc,Error,340,Group start has been cancelled because waiting for group %1 to start has failed.,An error has occurred while waiting for the group to start.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rc,Info,350,Group %1 started to check the double activation.,Checking the double activation started.,-,,,,
rc,Info,351,Group %1 completed to check the double activation.,Checking the double activation ended.,-,,,,
rc,Error,352,Group %1 failed to check the double activation.,Checking the double activation failed.,Check the status of the group.,1,1,,
rc,Info,353,Waiting for group %1 to start for check the double activation.,Group start continues for check the double activation.,Check the status of the group.,1,1,,
rc,Info,400,System power down by BMC is requested. (destination server : %1),A system power down by BMC is requested. (Target server: %1),-,1,1,,
rc,Info,401,System power cycle by BMC is requested. (destination server : %1),System power cycle by BMC is requested. (Target server: %1),-,1,1,,
rc,Info,402,System reset by BMC is requested.  (destination server : %1),A system reset by BMC is requested. (Target server: %1),-,1,1,,
rc,Info,403,Sending NMI by BMC is requested.  (destination server : %1),NMI transmission by BMC is requested. (Target server: %1),-,1,1,,
rc,Info,410,Forced stop of virtual machine is requested. (destination server : %s),Forced stop of a virtual machine is requested. (Target server: %1),-,1,1,,
rc,Info,411,Script for forced stop has started.,Script for forced-stop has started.,-,1,1,,
rc,Info,412,Script for forced stop has completed.,Script for forced-stop has completed.,-,1,1,,
rc,Error,420,An attempt to power down system by BMC failed. (destination server : %1),System power down by BMC is requested. but this request failed. (Target server: %1),Check whether the ipmitool command can be used.,1,1,,
rc,Error,421,An attempt to power cycle system by BMC failed. (destination server : %1),System power cycle by BMC is requested. but this request failed. (Target server: %1),Check whether the ipmitool command can be used.,1,1,,
rc,Error,422,An attempt to reset system by BMC failed. (destination server : %1),A system reset by BMC is requested. but this request failed. (Target server: %1),Check whether the ipmitool command can be used.,1,1,,
rc,Error,423,An attempt to send NMI by BMC failed. (destination server : %1),NMI transmission by BMC is requested. but this request failed. (Target server: %1),Check whether the ipmitool command can be used.,1,1,,
rc,Error,430,An attempt to force stop virtual machine failed. (destination server : %s),Forced stop of a virtual machine is requested. but this request failed. (Target server: %1),Check whether VMware vSphere CLI can be used.,1,1,,
rc,Error,431,Script for forced stop has failed. (%1),Script for forced stop has failed. (%1),Check the cause of the script failure and take measures.,1,1,,
rc,Error,432,Script for forced stop has timed out.,Script for forced stop has timed out.,Check the cause of the timeout and take measures.,1,1,,
rc,Warning,433,Group failover has been canceled because forced stop of server %1 failed.,Suppression of failover for forced stop failed,Check the cause of the forced stop failed and take measures.,1,1,,
rc,Warning,441,Waiting for group %1 to stop has failed. However. group stop continues.,An error has occurred while waiting for the group to stop.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rc,Warning,500,Since there is no other normally running server. the final action for an activation error of group resource %1 was suppressed.,Suppression of final action for activation error.,-,1,1,,
rc,Warning,501,Since there is no other normally running server. the final action for a deactivation error of group resource %1 was suppressed.,Suppression of final action for deactivation error.,-,1,1,,
rc,Warning,502,Since server %1 is specified as that which suppresses shutdown at both-system activation detection. it ignored the shutdown request.,Suppression of shutdown caused by both-system activation detection.,-,1,1,,
rc,Warning,503,A mismatch in the group %1 status occurs between the servers.,Generation of group status mismatch,Restart the group or reboot the cluster.,1,1,,
rc,Info,504,Since server %1 is not specified as that which suppresses shutdown at both-system activation detection. it executed the shutdown request.,Since server %1 is not specified as that which suppresses shutdown at both-system activation detection. it executed the shutdown request.,-,1,1,,
rc,Warning,510,Cluster action is disabled.,Cluster action is disabled.,-,1,1,,
rc,Warning,511,Ignored the automatic start of groups because automatic group startup is disabled.,The automatic start of groups was ignored because automatic group start has been disabled.,-,1,1,,
rc,Warning,512,Ignored the recovery action in resource activation because recovery action caused by group resource activation error is disabled.,The recovery action in resource activation was ignored because recovery action against group resource activation error has been disabled.,-,1,1,,
rc,Warning,513,Ignored the recovery action in resource deactivation because recovery action caused by group resource deactivation error is disabled.,The recovery action in resource deactivation was ignored because recovery action against group resource deactivation error has been disabled.,-,1,1,,
rc,Info,514,Cluster action is set disabled.,Cluster action is disabled.,-,1,1,,
rc,Info,515,Cluster action is set enabled.,Cluster action is enabled.,-,1,1,,
rm,Info,1,Monitoring %1 has started.,Monitoring %1 has started.,-,1,1,,
rm,Info,2,Monitoring %1 has stopped.,Monitoring %1 has stopped.,-,1,1,,
rm,Info,3,%1 is not monitored by this server.,%1 is not monitored by this server.,-,1,1,,
rm,Warning,4,Warn monitoring %1. (%2 : %3),Warning of monitoring %1 is issued.,"See &quot;<a class=""reference internal"" href=""#detailed-info-of-monitor-resource-errors""><span class=""std std-ref"">Detailed info of monitor resource errors</span></a>&quot;.If a monitor resource is preparing for monitoring. the following message may be set in (). No action is required for this message.(100 : not ready for monitoring.)",1,1,,
rm,Warning,5,The maximum number of monitor resources has been exceeded. (registered resource is %1),The maximum number of monitor resources has been exceeded.,Using the Cluster WebUI. check the cluster configuration data.,1,1,,
rm,Warning,6,Monitor configuration of %1 is invalid. (%2 : %3),The monitor configuration of %1 is invalid.,Using the Cluster WebUI. check the cluster configuration data.,1,1,,
rm,Error,7,Failed to start monitoring %1.,Starting of monitoring %1 failed.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,1,1
rm,Error,8,Failed to stop monitoring %1.,Stopping of  monitoring %1 failed.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Error,9,Detected an error in monitoring %1. (%2 : %3),An error was detected in monitoring %1.,"<div class=""line-block""><div class=""line"">See &quot;<a class=""reference internal"" href=""#detailed-info-of-monitor-resource-errors""><span class=""std std-ref"">Detailed info of monitor resource errors</span></a>&quot;.</div></div>",1,1,1,1
rm,Info,10,%1 is not monitored.,%1 is not monitored.,-,1,1,,
rm,Info,12,Recovery target %1 has stopped because an error was detected in monitoring %2.,Recovery target %1 has been stopped because an error was detected in monitoring %2.,-,1,1,,
rm,Info,13,Recovery target %1 has restarted because an error was detected in monitoring %2.,Recovery target %1 has been restarted because an error was detected in monitoring %2.,-,1,1,,
rm,Info,14,Recovery target %1 failed over because an error was detected in monitoring %2.,Recovery target %1 has failed over because an error was detected in monitoring %2.,-,1,1,,
rm,Info,15,Stopping the cluster has been required because an error was detected in monitoring %1.,A cluster stop is requested because an error was detected in monitoring %1.,-,1,1,,
rm,Info,16,Stopping the system has been required because an error was detected in monitoring %1.,A system stop is requested because an error was detected in monitoring %1.,-,1,1,,
rm,Info,17,Rebooting the system has been required because an error was detected in monitoring %1.,A system restart is requested because an error was detected in monitoring %1.,-,1,1,,
rm,Error,18,Attempted to stop the recovery target %1 due to the error detected in monitoring %2. but failed.,An attempt was made to stop recovery target %1 due to a %2 monitoring failure. but failed.,Check the status of resource %1.,1,1,,
rm,Error,19,Attempted to restart the recovery target %1 due to the error detected in monitoring %2. but failed.,An attempt was made to restart recovery target %1 due to a %2 monitoring failure. but failed.,Check the status of resource %1.,1,1,,
rm,Error,20,Attempted to fail over %1 due to the error detected in monitoring %2. but failed.,An attempt was made to provide failover for recovery target %1 due to a %2 monitoring failure. but failed.,Check the status of resource %1.,1,1,,
rm,Error,21,Attempted to stop the cluster due to the error detected in monitoring %1. but failed.,An attempt was made to stop the cluster due to a %1 monitoring failure. but failed.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Error,22,Attempted to stop the system due to the error detected in monitoring %1. but failed.,An attempt was made to stop the system due to a %1 monitoring failure. but failed.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Error,23,Attempted to reboot the system due to the error detected in monitoring %1. but failed.,An attempt was made to restart the system due to a %1 monitoring failure. but failed.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
mm,Info,12,Recovery target %1 has stopped because an error was detected in monitoring %2.,Recovery target %1 has been stopped because an error was detected in monitoring %2.,-,1,1,,
mm,Info,13,Recovery target %1 has restarted because an error was detected in monitoring %2.,Recovery target %1 has been restarted because an error was detected in monitoring %2.,-,1,1,,
mm,Info,14,Recovery target %1 failed over because an error was detected in monitoring %2.,Recovery target %1 has failed over because an error was detected in monitoring %2.,-,1,1,,
mm,Info,15,Stopping the cluster has been required because an error was detected in monitoring %1.,A cluster stop is requested because an error was detected in monitoring %1.,-,1,1,,
mm,Info,16,Stopping the system has been required because an error was detected in monitoring %1.,A system stop is requested because an error was detected in monitoring %1.,-,1,1,,
mm,Info,17,Rebooting the system has been required because an error was detected in monitoring %1.,A system restart is requested because an error was detected in monitoring %1.,-,1,1,,
mm,Error,18,Attempted to stop the recovery target %1 due to the error detected in monitoring %2. but failed.,An attempt was made to stop recovery target %1 due to a %2 monitoring failure. but failed.,Check the status of resource %1.,1,1,,
mm,Error,19,Attempted to restart the recovery target %1 due to the error detected in monitoring %2. but failed.,An attempt was made to restart recovery target %1 due to a %2 monitoring failure. but failed.,Check the status of resource %1.,1,1,,
mm,Error,20,Attempted to fail over %1 due to the error detected in monitoring %2. but failed.,An attempt was made to provide failover for recovery target %1 due to a %2 monitoring failure. but failed.,Check the status of resource %1.,1,1,,
mm,Error,21,Attempted to stop the cluster due to the error detected in monitoring %1. but failed.,An attempt was made to stop the cluster due to a %1 monitoring failure. but failed.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
mm,Error,22,Attempted to stop the system due to the error detected in monitoring %1. but failed.,An attempt was made to stop the system due to a %1 monitoring failure. but failed.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
mm,Error,23,Attempted to reboot the system due to the error detected in monitoring %1. but failed.,An attempt was made to restart the system due to a %1 monitoring failure. but failed.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Error,24,The group of %1 resource is unknown.,The group of resource %1 is unknown.,The cluster configuration information may be mismatched. Check it.,1,1,,
rm,Warning,25,Recovery will not be executed since the recovery target %1 is not active.,Recovery is not performed since recovery target %1 is not active.,-,1,1,,
rm,Info,26,%1 status changed from error to normal.,Monitoring %1 has changed from error to normal.,-,1,1,,
rm,Info,27,%1 status changed from error or normal to unknown.,Monitoring %1 has changed from abnormal or normal to unknown.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
mm,Warning,25,Recovery will not be executed since the recovery target %1 is not active.,Recovery is not performed since recovery target %1 is not active.,-,1,1,,
mm,Info,26,%1 status changed from error to normal.,Monitoring %1 has changed from error to normal.,-,1,1,,
mm,Info,27,%1 status changed from error or normal to unknown.,Monitoring %1 has changed from abnormal or normal to unknown.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Error,28,Initialization error of monitor process. (%1 : %2),An error occurred while initializing the monitor process.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Info,29,Monitoring %1 was suspended.,Monitoring %1 has temporarily stopped.,-,1,1,,
rm,Info,30,Monitoring %1 was resumed.,Monitoring %1 has restarted.,-,1,1,,
rm,Info,31,All monitors were suspended.,All monitoring processes have temporarily stopped.,-,1,1,,
rm,Info,32,All monitors were resumed.,All monitoring processes have restarted.,-,1,1,,
rm,Info,35,System panic by sysrq has been required because an error was detected in monitoring %1.,A system panic by sysrq is requested because an error was detected in monitoring %1.,-,1,1,,
rm,Error,36,Attempted to panic system by sysrq due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system panic by sysrq due to a %1 monitoring failure. but failed.,Check whether the system is configured so that it can use sysrq.,1,1,,
rm,Info,37,System reset by keepalive driver has been required because an error was detected in monitoring %1.,A system reset by the keepalive driver is requested because an error was detected in monitoring %1.,-,1,1,,
rm,Error,38,Attempted to reset system by keepalive driver  due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system reset by the keepalive driver due to a %1 monitoring failure. but failed.,Check whether the established environment supports the use of the keepalive driver.,1,1,,
rm,Info,39,System panic by keepalive driver has been required because an error was detected in monitoring %1.,A system panic by the keepalive driver is requested because an error was detected in monitoring %1.,-,1,1,,
rm,Error,40,Attempted to panic system by keepalive driver  due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system panic by the keepalive driver due to a %1 monitoring failure. but failed.,Check whether the established environment supports the use of the keepalive driver.,1,1,,
rm,Info,41,System reset by BMC has been required because an error was detected in monitoring %1.,A system reset by BMC is requested because an error was detected in monitoring %1.,-,1,1,,
rm,Error,42,Attempted to reset system by BMC due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system reset by BMC due to a %1 monitoring failure. but failed.,Check whether the ipmitool command can be used.,1,1,,
rm,Info,43,System power down by BMC has been required because an error was detected in monitoring %1.,System power down by BMC is requested because an error was detected in monitoring %1.,-,1,1,,
rm,Error,44,Attempted to power down system by BMC due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system power down by BMC due to a %1 monitoring failure. but failed.,Check whether the ipmitool command can be used.,1,1,,
rm,Info,45,System power cycle by BMC has been required because an error was detected in monitoring %1.,System power cycle by BMC is requested because an error was detected in monitoring %1.,-,1,1,,
rm,Error,46,Attempted to power cycle system by BMC due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system power down by BMC due to a %1 monitoring failure. but failed.,Check whether the ipmitool command can be used.,1,1,,
rm,Info,47,NMI send by BMC has been required because an error was detected in monitoring %1.,System NMI transmission by BMC is requested because an error was detected in monitoring %1.,-,1,1,,
rm,Error,48,Attempted to send NMI by BMC due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system NMI transmission by BMC due to a %1 monitoring failure. but failed.,Check whether the ipmitool command can be used.,1,1,,
mm,Info,35,System panic by sysrq has been required because an error was detected in monitoring %1.,A system panic by sysrq is requested because an error was detected in monitoring %1.,-,1,1,,
mm,Error,36,Attempted to panic system by sysrq due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system panic by sysrq due to a %1 monitoring failure. but failed.,Check whether the system is configured so that it can use sysrq.,1,1,,
mm,Info,37,System reset by keepalive driver has been required because an error was detected in monitoring %1.,A system reset by the keepalive driver is requested because an error was detected in monitoring %1.,-,1,1,,
mm,Error,38,Attempted to reset system by keepalive driver  due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system reset by the keepalive driver due to a %1 monitoring failure. but failed.,Check whether the established environment supports the use of the keepalive driver.,1,1,,
mm,Info,39,System panic by keepalive driver has been required because an error was detected in monitoring %1.,A system panic by the keepalive driver is requested because an error was detected in monitoring %1.,-,1,1,,
mm,Error,40,Attempted to panic system by keepalive driver  due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system panic by the keepalive driver due to a %1 monitoring failure. but failed.,Check whether the established environment supports the use of the keepalive driver.,1,1,,
mm,Info,41,System reset by BMC has been required because an error was detected in monitoring %1.,A system reset by BMC is requested because an error was detected in monitoring %1.,-,1,1,,
mm,Error,42,Attempted to reset system by BMC due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system reset by BMC due to a %1 monitoring failure. but failed.,Check whether the ipmitool command can be used.,1,1,,
mm,Info,43,System power down by BMC has been required because an error was detected in monitoring %1.,System power down by BMC is requested because an error was detected in monitoring %1.,-,1,1,,
mm,Error,44,Attempted to power down system by BMC due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system power down by BMC due to a %1 monitoring failure. but failed.,Check whether the ipmitool command can be used.,1,1,,
mm,Info,45,System power cycle by BMC has been required because an error was detected in monitoring %1.,System power cycle by BMC is requested because an error was detected in monitoring %1.,-,1,1,,
mm,Error,46,Attempted to power cycle system by BMC due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system power down by BMC due to a %1 monitoring failure. but failed.,Check whether the ipmitool command can be used.,1,1,,
mm,Info,47,NMI send by BMC has been required because an error was detected in monitoring %1.,System NMI transmission by BMC is requested because an error was detected in monitoring %1.,-,1,1,,
mm,Error,48,Attempted to send NMI by BMC due to the error detected in monitoring %1. but failed.,An attempt was made to cause a system NMI transmission by BMC due to a %1 monitoring failure. but failed.,Check whether the ipmitool command can be used.,1,1,,
rm,Info,49,%1 status changed from warning to normal.,%1 status changed from warning to normal.,-,1,1,,
rm,Error,57,Stopping the cluster is required since license (%1) is invalid.,Stopping the cluster is requested due to an invalid license.,Register a valid license.,1,1,1,1
rm,Error,58,Stopping the cluster due to invalid license (%1) failed.,Stopping the cluster due to an invalid license has failed.,Register a valid license.,1,1,,
rm,Warning,71,Detected a monitor delay in monitoring %1. (timeout=%2*%3 actual-time=%4 delay warning rate=%5),A monitoring delay was detected in monitoring %1. The current timeout value is %2 (second) x %3 (tick count per second). The actual measurement value at delay detection is %4 (tick count) and exceeded the delay warning rate %5 (%).,Check the load status of the server on which a monitoring delay was detected and remove the load.If a monitoring timeout is detected. extend it.,1,1,,
rm,Warning,72,%1 could not Monitoring.,%1 could not perform monitoring.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Info,82,Script before %1 upon failure in monitor resource %2 completed.,Script before %1 of monitor resource %2 has been completed.,-,1,1,,
rm,Error,83,Script before %1 upon failure in monitor resource %2 failed.,Script before %1 of monitor resource %2 has failed.,Check the cause of the script failure and take appropriate action.,1,1,,
mm,Info,82,Script before %1 upon failure in monitor resource %2 completed.,Script before %1 of monitor resource %2 has been completed.,-,1,1,,
mm,Error,83,Script before %1 upon failure in monitor resource %2 failed.,Script before %1 of monitor resource %2 has failed.,Check the cause of the script failure and take appropriate action.,1,1,,
rm,Warning,100,Restart count exceeded the maximum of %1. Final action of monitoring %2 will not be executed.,Because the restart count has exceeded the maximum value %1. the final action of %2 was not executed.,-,1,1,,
rm,Warning,120,The virtual machine (%1) has been migrated to %2 by an external operation.,The virtual machine managed by resource %1 was made to  migrate to server %2 through external operation.,-,1,1,,
rm,Warning,121,The virtual machine (%1) has been started by an external operation.,The virtual machine managed by resource %1 was started by external operation.,-,1,1,,
rm,Info,130,The collecting of detailed information triggered by monitor resource %1 error has been started (timeout=%2).,Collecting of detailed information triggered by detection of a monitor resource %1 monitoring error has started. The timeout is %2 seconds.,-,1,1,,
rm,Info,131,The collection of detailed information triggered by monitor resource %1 error has been completed.,Collecting of detailed information triggered by detection of a monitor resource %1 monitoring error has been completed.,-,1,1,,
rm,Warning,132,The collection of detailed information triggered by monitor resource %1 error has been failed (%2).,Collecting of detailed information triggered by detection of a monitor resource %1 monitoring error has failed.,-,1,1,,
rm,Info,140,Process %1 has started.,Process %1 has started.,-,1,1,,
rm,Warning,141,Process %1 has restarted.,Process %1 has restarted.,-,1,1,,
rm,Warning,142,Process %1 does not exist.,Process %1 does not exist.,-,1,1,,
rm,Error,143,Process %1 was restarted %2 times. but terminated abnormally.,Process %1 was restarted %2 times. but terminated abnormally.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Error,150,The cluster is stopped since process %1 was terminated abnormally.,The cluster is stopped since process %1 was terminated abnormally.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Error,151,The server is shut down since process %1 was terminated abnormally.,The server is shut down since process %1 was terminated abnormally.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Error,152,The server is restarted since process %1 was terminated abnormally.,The server is restarted since process %1 was terminated abnormally.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
rm,Error,160,Monitor resource %1 cannot be controlled since the license is invalid.,Monitor resource %1 cannot be controlled since the license is invalid.,Register a valid license.,1,1,,
rm,Info,170,Recovery script has been executed since an error was detected in monitoring %1.,Recovery script has been executed since an error was detected in monitoring %1.,-,1,1,,
rm,Error,171,An attempt was made to execute the recovery script due to a %1 monitoring failure. but failed.,An attempt was made to execute the recovery script due to a %1 monitoring failure. but failed.,Check the cause of the recovery script failure and take appropriate action.,1,1,,
rm,Info,180,Dummy Failure of monitor resource %1 is enabled.,Dummy Failure of monitor resource %1 is enabled.,-,1,1,,
rm,Info,181,Dummy Failure of monitor resource %1 is disabled.,Dummy Failure of monitor resource %1 is disabled.,-,1,1,,
rm,Info,182,Dummy Failure of all monitor will be enabled.,Dummy Failure of all monitor will be enabled.,-,1,1,,
rm,Info,183,Dummy Failure of all monitor will be disabled.,Dummy Failure of all monitor will be disabled.,-,1,1,,
rm,Warning,184,An attempt was made to enable Dummy Failure of monitor resource %1. but failed.,An attempt was made to enable Dummy Failure of monitor resource %1. but failed.,Check whether monitor resource %1 corresponds to Dummy Failure.,1,1,,
rm,Warning,185,An attempt was made to disable Dummy Failure of monitor resource %1. but failed.,An attempt was made to disable Dummy Failure of monitor resource %1. but failed.,Check whether monitor resource %1 corresponds to Dummy Failure.,1,1,,
rm,Info,190,Recovery action caused by monitor resource error is disabled.,Recovery action caused by monitor resource error is disabled.,-,1,1,,
rm,Info,191,Recovery action caused by monitor resource error is enabled.,Recovery action caused by monitor resource error is enabled.,-,1,1,,
rm,Warning,192,Ignored the recovery action in monitoring %1 because recovery action caused by monitor resource error is disabled.,Ignored the recovery action in monitoring %1 because recovery action caused by monitor resource error is disabled.,-,1,1,,
rm,Warning,193,Recovery action at timeout occurrence was disabled. so the recovery action of monitor %1 was not executed.,Recovery action at timeout occurrence was disabled. so the recovery action of monitor %1 was not executed.,-,1,1,,
rm,Warning,200,Since there is no other normally running server. the final action(%1) for the error detection of monitor resource %2 was suppressed.,Suppression of final action for error detection.,-,1,1,,
rm,Info,210,IO Fencing by ACPI driver has been required because an error was detected in monitoring %1.,I/O fencing by the ACPI driver is necessary because an error was detected in monitoring %1.,-,1,1,,
rm,Error,211,Attempted to IO Fencing by ACPI driver due to the error detected in monitoring %1. but failed.,An attempt was made to perform I/O fencing by the ACPI driver in response to the error detected in monitoring %1. but failed.,Confirm whether the ACPI driver for EXPRESSCLUSTER linkage can be used in the environment.,1,1,,
mm,Info,210,IO Fencing by ACPI driver has been required because an error was detected in monitoring %1.,I/O fencing by the ACPI driver is necessary because an error was detected in monitoring %1.,-,1,1,,
mm,Error,211,Attempted to IO Fencing by ACPI driver due to the error detected in monitoring %1. but failed.,An attempt was made to perform I/O fencing by the ACPI driver in response to the error detected in monitoring %1. but failed.,Confirm whether the ACPI driver for EXPRESSCLUSTER linkage can be used in the environment.,1,1,,
rm,Warning,220,Recovery will not be executed since any recovery target is not active.,Recovery will not be executed since any recovery target is not active.,-,1,1,,
mm,Info,51,The trial license is effective until %1. (%2),The trial license is effective until %1.,-,1,1,,
mm,Error,53,The license is not registered. (%1),The license is not registered.,Purchase the license and then register it.,1,1,,
mm,Error,54,The trial license has expired in %1. (%2),The validity term of the trial license has expired.,Register a valid license.,1,1,,
mm,Error,55,The registered license is invalid. (%1),The registered license is invalid.,Register a valid license.,1,1,,
mm,Error,56,The registered license is unknown. (%1),The registered license is unknown.,Register a valid license.,1,1,,
mm,Error,59,The trial license is valid from %1. (%2),The validity term of the trial license is not reached.,Register a valid license.,1,1,,
mm,Info,901,Message monitor has been started.,Message monitor (external linkage monitor module) has been started.,-,1,1,,
mm,Error,902,Failed to initialize message monitor. (%1 : %2),Message monitor (external linkage monitor module) could not be initialized.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
mm,Warning,903,An error of %1 type and %2 device has been detected. (%3),External error %3 of category %1 and keyword %2 has been received.,-,1,1,,
mm,Error,905,An error has been detected in monitoring %1. (%2),An error was detected in monitor resource %1 monitoring.,Take appropriate action according to the %2 message.,1,1,1,1
mm,Error,906,Message monitor was terminated abnormally.,Message monitor (external linkage monitor module) has been terminated abnormally.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
mm,Error,907,Failed to execute action. (%1),Executing recovery action has failed.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
mm,Info,908,The system will be stopped.,The OS will be shut down.,-,1,1,,
mm,Info,909,The cluster daemon will be stopped.,The cluster will be stopped.,-,1,1,,
mm,Info,910,The system will be rebooted.,The OS will be rebooted.,-,1,1,,
mm,Info,911,Message monitor will be restarted.,Message monitor (external linkage monitor module) will be restarted.,-,1,1,,
mm,Info,912,Received a message by SNMP Trap from external. (%1 : %2),Received a message by SNMP Trap from external.,-,1,1,,
mm,Info,913,Received a Fatal Trap from %1. (msg : No data),A Fatal Trap was received from the server %1. The message does not contain any information .,-,1,1,,
mm,Info,914,Received a Fatal Trap from %1. (msg : %2),A Fatal Trap was received from the server %1. The message contains information (%2). For information about %2 (failure region). see the Device Maintenance Guide[1]..,-,1,1,,
mm,Warning,915,Received a Recoverble Trap.(Performance degradation) (msg : %1),A Recoverable Trap was received. (Performance degradation was detected.). The message contains information (%1). For information about %1 (failure region). see the Device Maintenance Guide1.,-,1,1,,
mm,Warning,916,Received a Recoverble Trap.(Predict) (msg : %1),A Recoverable Trap was received. (A predictive failure was detected.). The message contains information (%1). For information about %1 (failure region). see the Device Maintenance Guide1.,-,1,1,,
mm,Warning,917,Received a Recoverble Trap.(Performance degradation &amp; Predict) (msg : %1),A Recoverble Trap was received. (A predictive failure was detected.) The message contains information (%1). For information about %1 (failure region). see the Device Maintenance Guide1.,-,1,1,,
trnsv,Error,1,There was a notification from external (IP=%1). but it was denied.,A notification was received from %1. but was not permitted.,-,1,1,,
trnsv,Info,10,There was a notification (%1) from external (IP=%2).,A notification (%1) from %2 was accepted.,-,1,1,,
trnsv,Info,20,Recovery action (%1) of monitoring %2 has been executed because a notification arrived from external.,Recovery action (%1) of monitor resource %2 has started through an external notification.,-,1,1,,
trnsv,Info,21,Recovery action (%1) of monitoring %2 has been completed.,Recovery action (%1) of monitor resource %2 has been successful.,-,1,1,,
trnsv,Error,22,Attempted to recovery action (%1) of monitoring %2. but it failed.,An attempt was made to perform recovery action (%1) of monitor resource %2. but failed.,Check whether the environment supports the recovery action.,1,1,,
trnsv,Info,30,Action (%1) has been completed.,Action (%1) has been successful.,-,1,1,,
trnsv,Error,31,Attempted to execute action (%1). but it failed.,An attempt was made to perform action (%1). but failed.,Check whether the environment supports the action.,1,1,,
trnsv,Info,40,Script before action of monitoring %1 has been executed.,Script before the recovery action of monitor resource (%1) has been executed.,-,1,,,
trnsv,Info,41,Script before action of monitoring %1 has been completed.,Script before the recovery action of monitor resource (%1) has been executed successfully.,-,1,,,
trnsv,Error,42,Attempted to execute script before action of monitoring %1. but it failed.,Script before the recovery action of monitor resource (%1) could not be executed.,Check whether the script before the recovery action is executable.,1,,,
trnsv,Error,50,The system will be shutdown because cluster resume was failed.,The system will be shutdown because cluster resume was failed.,-,,1,,
trnsv,Error,51,An attempt to shutdown the system failed.,An attempt to shutdown the system failed.,The system may not be able to operate properly.,,1,,
trnsv,Info,83,Starting a dynamic adding resource %1.,Resource %1 has been dynamically added.,-,1,1,,
